0	66.0	1000265600	0.8600	0	0
5	70.0	1500398464	0.8600	0	0
10	68.0	1500398464	0.8600	0	0
15	72.0	1500345728	0.8600	0	0
20	73.0	1500345728	0.8600	0	0
25	73.0	1500345728	0.8600	0	0
30	75.0	1500398464	0.8600	0	0
36	76.0	1500345728	0.8600	0	0
41	75.0	1500345728	0.8600	0	0
46	77.0	1500398464	0.8600	0	0
51	76.0	1500398464	0.8600	0	0
57	77.0	1500398464	0.8600	0	0
62	78.0	1500345728	0.8600	0	0
67	78.0	1500398464	0.8600	0	0
73	78.0	1500398464	0.8600	0	0
78	79.0	1500345728	0.8600	0	0
83	79.0	1500345728	0.8600	0	0
88	79.0	1500345728	0.8600	0	0
94	79.0	1500345728	0.8600	0	0
99	79.0	1500345728	0.8600	0	0
104	79.0	1500398464	0.8600	0	0
110	79.0	1500398464	0.8600	0	0
115	81.0	1500398464	0.8600	0	0
120	81.0	1500345728	0.8600	0	0
126	80.0	1500398464	0.8600	0	0
131	81.0	1500345728	0.8600	0	0
136	81.0	1500345728	0.8600	0	0
142	81.0	1500345728	0.8600	0	0
147	80.0	1500345728	0.8600	0	0
152	82.0	1000265600	0.8600	0	0
157	81.0	1500398464	0.8600	0	0
163	82.0	1500398464	0.8600	0	0
168	81.0	1500345728	0.8600	0	0
173	83.0	1000265600	0.8600	0	0
179	82.0	1500398464	0.8600	0	0
184	82.0	1000265600	0.8600	0	0
189	83.0	1000265600	0.8600	0	0
195	82.0	1000212864	0.8600	0	0
200	82.0	1500345728	0.8600	0	0
205	83.0	1500345728	0.8600	1	0
211	81.0	1000212864	0.8600	0	0
216	83.0	1000212864	0.8600	0	0
221	82.0	1500345728	0.8600	0	0
226	82.0	1500398464	0.8600	0	0
232	81.0	1500345728	0.8600	0	0
237	82.0	1500345728	0.8600	0	0
242	83.0	1000265600	0.8600	1	0
248	82.0	1000265600	0.8600	0	0
253	83.0	1000212864	0.8600	0	0
258	83.0	1500345728	0.8600	0	0
264	82.0	1000265600	0.8600	1	0
269	83.0	1500345728	0.8600	0	0
274	83.0	1500398464	0.8600	0	0
279	82.0	1500398464	0.8600	0	0
285	83.0	1500345728	0.8600	1	0
290	83.0	1000265600	0.8600	0	0
295	83.0	1000265600	0.8600	1	0
301	82.0	1500398464	0.8600	1	0
306	82.0	1500345728	0.8600	1	0
311	83.0	1000212864	0.8600	0	0
317	81.0	1500345728	0.8600	1	0
322	82.0	1500345728	0.8600	0	0
327	82.0	1500345728	0.8600	1	0
333	82.0	1500398464	0.8600	0	0
338	81.0	1500345728	0.8600	1	0
343	82.0	1500345728	0.8600	0	0
349	82.0	1000212864	0.8600	0	0
354	83.0	1000265600	0.8600	0	0
359	82.0	1000265600	0.8600	0	0
364	83.0	1500345728	0.8600	0	0
370	82.0	1000265600	0.8600	0	0
375	82.0	1000265600	0.8600	0	0
380	82.0	1500345728	0.8600	0	0
386	81.0	1000265600	0.8600	0	0
391	82.0	1500345728	0.8600	1	0
396	83.0	1500398464	0.8600	1	0
402	82.0	1500398464	0.8600	0	0
407	82.0	1000265600	0.8600	0	0
412	82.0	1000265600	0.8600	0	0
418	83.0	1500345728	0.8600	1	0
423	82.0	1000265600	0.8600	0	0
428	83.0	1000265600	0.8600	1	0
434	83.0	1500345728	0.8600	0	0
439	83.0	1500398464	0.8600	0	0
444	83.0	1500398464	0.8600	0	0
450	83.0	1500345728	0.8600	1	0
455	83.0	1500398464	0.8600	1	0
460	83.0	1500398464	0.8600	1	0
466	82.0	1500345728	0.8600	0	0
471	83.0	1500345728	0.8600	1	0
476	82.0	1500398464	0.8600	1	0
481	83.0	1000212864	0.8600	1	0
487	83.0	1000265600	0.8600	0	0
492	83.0	1000212864	0.8600	1	0
497	83.0	1500398464	0.8600	1	0
503	82.0	1000212864	0.8600	0	0
508	82.0	1500345728	0.8600	1	0
513	83.0	1000265600	0.8600	0	0
519	82.0	1500398464	0.8600	0	0
524	83.0	1500345728	0.8600	0	0
529	83.0	1000265600	0.8600	0	0
535	82.0	1500398464	0.8600	0	0
540	83.0	1000265600	0.8600	0	0
545	82.0	1000265600	0.8600	0	0
551	82.0	1500345728	0.8600	0	0
556	83.0	1500398464	0.8600	1	0
561	83.0	1000265600	0.8600	0	0
567	83.0	1500345728	0.8600	0	0
572	83.0	1000265600	0.8600	1	0
577	84.0	1000265600	0.8600	1	0
583	82.0	1500345728	0.8600	0	0
588	83.0	1500345728	0.8600	0	0
593	82.0	1000212864	0.8600	1	0
598	84.0	1500345728	0.8600	0	0
604	82.0	1000265600	0.8600	0	0
609	83.0	1500345728	0.8600	1	0
614	83.0	1000265600	0.8600	0	0
620	82.0	1500398464	0.8600	1	0
625	83.0	1000265600	0.8600	1	0
630	82.0	1500398464	0.8600	0	0
636	83.0	1000265600	0.8600	0	0
641	82.0	1000265600	0.8600	0	0
646	82.0	1500345728	0.8600	1	0
652	82.0	1000265600	0.8600	1	0
657	82.0	1500345728	0.8600	1	0
662	83.0	1000212864	0.8600	1	0
668	83.0	1500398464	0.8600	1	0
673	83.0	1000265600	0.8600	1	0
678	82.0	1500398464	0.8600	0	0
684	83.0	1000212864	0.8600	1	0
689	82.0	1500345728	0.8600	1	0
694	82.0	1000212864	0.8600	0	0
700	81.0	1000265600	0.8600	0	0
705	83.0	1000212864	0.8600	0	0
710	83.0	1000212864	0.8600	0	0
716	82.0	1000265600	0.8600	1	0
721	83.0	1000212864	0.8600	0	0
726	82.0	1500345728	0.8600	1	0
732	83.0	1000265600	0.8600	1	0
737	83.0	1000212864	0.8600	1	0
742	82.0	1000265600	0.8600	0	0
747	83.0	1500345728	0.8600	0	0
753	82.0	1000265600	0.8600	1	0
758	83.0	1000265600	0.8600	1	0
763	82.0	1000265600	0.8600	1	0
769	82.0	1000265600	0.8600	1	0
774	81.0	1500345728	0.8600	0	0
779	82.0	1500398464	0.8600	0	0
785	82.0	1500398464	0.8600	1	0
790	82.0	1000265600	0.8600	1	0
795	83.0	1500345728	0.8600	1	0
801	82.0	1500345728	0.8600	0	0
806	83.0	1000265600	0.8600	1	0
811	82.0	1500398464	0.8600	1	0
817	83.0	1000212864	0.8600	1	0
822	82.0	1500398464	0.8600	0	0
827	83.0	1000265600	0.8600	0	0
833	82.0	1500345728	0.8600	0	0
838	83.0	1000265600	0.8600	0	0
843	83.0	1000265600	0.8600	1	0
848	83.0	1000212864	0.8600	1	0
854	83.0	1500345728	0.8600	0	0
859	83.0	1000212864	0.8600	1	0
864	83.0	1500345728	0.8600	1	0
870	83.0	1000265600	0.8600	0	0
875	84.0	1000265600	0.8600	0	0
880	82.0	1500398464	0.8600	1	0
886	82.0	1000212864	0.8600	1	0
891	83.0	1000265600	0.8600	1	0
896	84.0	1000265600	0.8600	1	0
902	83.0	1000212864	0.8600	1	0
907	83.0	1000212864	0.8600	0	0
912	82.0	1500345728	0.8600	0	0
917	82.0	1500345728	0.8600	1	0
923	83.0	1000265600	0.8600	1	0
928	83.0	1000265600	0.8600	0	0
933	83.0	1000212864	0.8600	1	0
938	83.0	1000265600	0.8600	1	0
944	83.0	1500398464	0.8600	0	0
949	82.0	1500345728	0.8600	1	0
954	82.0	1500398464	0.8600	1	0
